,time,id,like,comment
306,2020-02-18,赫连铭勋,1,你们看看自己做的好事！人家本来好好的是做软件开发的，现在被你们逼的不得不来做鬼畜了！你们啊！干得好！
282,2020-02-18,cxmmunity,1,"分期，好多人都说分期
期待着舒服的假期是人之常情，我们要体谅钉钉
五星对一个软件真的很好
星星可以让一个软件变得特别好，或直接下架
送一星的人想想努力开发软件的人怎么想
给五星吧
你悔改吧
，
垃圾并不是这个软件的本意
基本都是学生自己不用功"
293,2020-02-18,辣味鱼罐头,1,国家说不能开会再给钉钉弄个网上开会软件兄弟，这样不仅钉钉被学生一星，钉钉兄弟被上班族一星，一家人就要整整齐齐
283,2020-02-18,离殇樱兰,1,"钉钉本没有错
骂的人多了
也就成了错
-周树人"
284,2020-02-18,村上春树的春树,1,在？出个防沉迷系统？
285,2020-02-18,Alluck慌舟,1,日更b站就天天五星付清
286,2020-02-18,白嫖大佬在此,1,你们永远不要想着分期付款——钉宗罪
287,2020-02-18,胖秃永不为奴,1,在老师直播的时候截表情包的过来报道一下
288,2020-02-18,猫与诗人长伴,1,怎么还是二级
289,2020-02-18,传qi-dog队,1,"1.钉钉是收费的，这次疫情阿里免费提供
2.钉钉属于办公软件，所以连麦接通打开摄像头很正常，
3.不愿意学习就别装模作样，真的不舒服就和老师说，恶意一星只能暴露你的素质低.
4.比较老师也没有专业的器具也没怎么直播过很正常.
5.你们不想用钉钉，我们想学的要用。
6.不服的来喷我，
（最讨厌那种老师直播的时候有人起哄说刷火箭的，一点都不好笑只会觉得没有素质。其实钉钉对于初3高三的那些人最为需要。）
复制的"
290,2020-02-18,青魂灯索命锤,1,干啥啥不行，整活第一名
291,2020-02-18,东方瑾兰若,1,什么菜鸡软件，我让主播跳个舞都不跳，还问我哪个班的
292,2020-02-18,想吃_marshmallow,1,下次一钉
294,2020-02-18,--CASSIE--,1,燕之呼吸 壹之型 五星分期！！
305,2020-02-18,Lyy____,1,能靠整活吃饭，却偏要搞办公软件
295,2020-02-18,额哈哈娃,1,万能语言
296,2020-02-18,比比北目鱼,1,你是我开学也不会放过的男/女人
297,2020-02-18,一只比较帅的考拉,1,众所周知阿里巴巴人才很多，所以这其实是正确翻译，感谢钉钉让我真正的看懂了这一段而不是只知道空耳!一条三毛，记得删掉括号
298,2020-02-18,king无聊君,1,此生无悔入钉钉，分期付款给五星
299,2020-02-18,画缺,1,哈哈，我之前也做了一个元首钉钉的视频
300,2020-02-18,吓得我绿了,1,这是什么神仙软件
301,2020-02-18,啦啦啦小朋友123,1,可以的，我们学校已经准备用钉钉月考了，很8错的软件，五星一次付清
302,2020-02-18,原神魈菌,1,
303,2020-02-18,兔兔兔兔公婆是,1,此生无悔人钉钉，来世继续给一星
304,2020-02-18,Cheung小张_,1,快欺负钉钉，他是二级号
229,2020-02-18,ruleruler,1,绝了儿~
227,2020-02-18,花乃玖枼月,1,元首R.I.P
332,2020-02-18,凌白waretyFOX,1,@钉钉DingTalk
226,2020-02-18,来一口酥饼w,1,🌟🌟🌟🌟🌟
150,2020-02-20,价值6个硬币的凉皮,1,看到你求饶的份上，我给你一星好了，看看我对你多好
151,2020-02-20,十六夜秋鸢,1,河北廊坊人瑟瑟发抖
152,2020-02-20,汉斯的猫屎咖啡,1,你招惹了帝国
153,2020-02-20,masterfager,1,阿里旗下人才多啊，这一波公关操作教科书级的
154,2020-02-20,韩子哦,1,河北省多年不曾见到元首了
155,2020-02-20,银假西西,1,"钉钉只是一个软件而已，没有什么错，错的是教育局的网课！钉钉是无辜的！心疼钉钉，这么好用的办工软件，被这病情糟蹋成这样，心疼，心疼( ๑ŏ ﹏ ŏ๑ )
               来自高一学渣的同情"
156,2020-02-19,YYFeng_,1,拿外挂刷零星
157,2020-02-19,猫猫の帽帽,1,回我一句话我就给五星好评
158,2020-02-19,芓蘅,1,道理我都懂，可是元首为什么没有口罩
159,2020-02-19,カクテル,1,文艺复兴。。。老年人都去阿里上班了
160,2020-02-19,鱼离同学,1,能不能健康系统未成年俩小时封禁？
161,2020-02-19,白珩_,1,赏！
162,2020-02-19,小李超甜der,1,五星警告！我爱五岁的钉钉宝贝
163,2020-02-19,Aug_Phonix,1,你这个软件真的是太好了，德意志第三帝国的元首，都要复工。5星好评送上，不过是分期的
164,2020-02-19,Aug_Phonix,1,想洗白白可以，但你得注意形式？不然你的洗白行为，只能说给自己抹黑！
165,2020-02-19,千切れる神剣,1,谁敢50星分期 每天5星 10天弄完
166,2020-02-19,跟风小王子,1,趁着等级比我低先欺负欺负
167,2020-02-19,名字被举报了,1,⭐️⭐️⭐️⭐️⭐️
168,2020-02-19,dansui5200,1,此生无悔入钉钉，五星好评分期付
169,2020-02-19,李驭休,1,好皮呀
170,2020-02-19,96度伏尔加,1,此生无悔入钉钉，分期付款给五星
171,2020-02-19,橘香大大,1,此生无悔入钉钉，分期付款给五星
172,2020-02-19,这都不算事啊,1,5星一次付清
149,2020-02-20,Nexus-Adolescent,1,你来B站做鬼畜更有前途
148,2020-02-20,威龙Q,1,我看你直接在B站当up主吧，做视频做得这么好
147,2020-02-20,_溪宸,1,为毛钉钉才二级号，我是不是可以欺负
125,2020-02-21,未知の菌,1,官方鬼畜最为致命
134,2020-02-20,MC_小高,1,"此生无悔入钉钉，
五星好评五次清。
★☆☆☆☆"
133,2020-02-21,余_光,1,在，怎么才能把钉钉号封了。
132,2020-02-21,瓜虫丶,1,钉钉对我有用和我给他一星有什么关系？
131,2020-02-21,T-TFT,1,此生无悔入钉钉，来世还给一颗星。
130,2020-02-21,柠小贝,1,你关注的钉钉发表了新作
129,2020-02-21,虾球哟,1,我觉得不能把这个锅直接扣在这个软件上，这是各大学校谋划好的事情，大部分人都不敢和老师正面反馈有什么问题和不足。你说出来问题才能解决，像这样阳奉阴违其实是很睿智的决策。也不要把气撒在软件上，毕竟人家一开始研发出来不是用来给你们上课的。
128,2020-02-21,浅あ然,1,笑得肚子疼
127,2020-02-21,吉峰农机房顶上,1,🌟
126,2020-02-21,桂木千健,1,除非你把我钉钉账号封了，不然我不投币
540,2020-02-17,天蓝色得回忆,1,五星了（谁让我不用呢）
135,2020-02-20,LucasLiu251,1,元首经历过一战，明白毒气，战斗威力，在一战时期防毒面具救了他很多次，所以二战时期时刻准备着面具，还剃了小胡子，为了方便穿戴
146,2020-02-20,寓心心心,1,"我正在看网课，用的钉钉，而且我是双教师二胎家庭……一家四口人用钉钉
不过放心……我五星好评了
所以有空送个口罩吗"
136,2020-02-20,耳朵有点点耙,1,事实证明，得罪学生的后果是很严重的
137,2020-02-20,邪恶污腐,1,有一说一，把钉钉关了来我们鬼畜区干吧，我们捧你
138,2020-02-20,工藤滚筒洗衣机,1,视频给你三连，软件给你一星
139,2020-02-20,凡人心生,1,拿钉钉去喂斯大林
140,2020-02-20,鄙人小惨,1,笑死我了，vivo一星比其他星加起来都多几倍
141,2020-02-20,某个不愿说姓名的人,1,奇怪的官方增加了
142,2020-02-20,诸葛中二V,1,呃 道理我都懂 为啥元首不戴口罩
143,2020-02-20,红枫浅笑,1,我知道，广告，这是广告
144,2020-02-20,酸味柠檬精汁,1,把我钉钉号也封了呗
145,2020-02-20,Antidote木,1,大家趁钉钉还二级，欺负他
173,2020-02-19,游荡格拉摩根伯爵幽灵,1,突然意识到元首的口罩去哪了？
174,2020-02-19,梦奇D小段,1,二月大片《钉多仨》
175,2020-02-19,吴某人来了,1,我爱钉钉，但是我痛恨晓黑板
213,2020-02-18,FS-肯德基老爷爷,1,不务正业
203,2020-02-19,叶翎-慕雪,1,座中泣下谁最多，祖安元首青衫湿
204,2020-02-18,纱雾的帝君,1,啥时候装防沉迷？
205,2020-02-18,求求你萌做个人吧,1,鬼畜区UP主
206,2020-02-18,岂可休灬,1,变鬼畜up了哈哈哈，好可爱啊
207,2020-02-18,来自-风平浪静的明天,1,感觉钉钉可以up出道了，钉钉软件那边可以当副业了
208,2020-02-18,隆重退场,1,弗兰钉钉啊，妨碍咱的渣渣。把用钉钉的人，都拿去喂斯大林！
209,2020-02-18,禾子希,1,下载钉钉送口罩上门吗？
210,2020-02-18,巴拉巴柒,1,钉
211,2020-02-18,大胖混混混,1,你币有了，你星没了
212,2020-02-18,迷之音-,1,我又不是元首，管我啥事
215,2020-02-18,裂幵,1,"👴直接用修改器改成零分
☆☆☆☆☆"
201,2020-02-19,爱百子的凤源酱,1,
216,2020-02-18,基友本人,1,要不5星分期付款。
217,2020-02-18,德意志骨科圣手,1,网络直播我唯唯诺诺，课下评分我重拳出击！一星
218,2020-02-18,Y相濡以沫Yis,1,"一个课堂 两个小时 竟有三名学生 拿着四部手机分期五星 评到六点 竟又叫七八九人 十分大胆
好工整啊"
219,2020-02-18,小-花-生-米,1,我还没评分，我给你三连＋五星好评（不分期:)你给我置顶。
220,2020-02-18,寒雾暗雨夜,1,钉钉官方是要做鬼畜区up主了吗。
221,2020-02-18,-西关少爷-,1,"别说五星了，就算十星我都可以给
★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
★☆☆☆☆"
222,2020-02-18,MIDNIGHT_RADIO,1,"咋样
我估计钉钉你可以去整一个虚拟up。。。
名字我都替你想好了

钉课娘
你看多好一活儿"
223,2020-02-18,我练功发自内心-,1,你就当鬼畜up主得了，我们三连养你
224,2020-02-18,六个币就改了个这东西,1,在？钉盘里丢了的东西给我恢复一下？
225,2020-02-18,TA说佛真帅,1,老板没戴口罩哇
202,2020-02-19,归尘意,1,手动@stn工作室
200,2020-02-19,兔子-1994,1,钉钉，钉钉。请问怎么样才能让你哥哥姐姐放假呀?
176,2020-02-19,是QQ哟,1,在？麻烦把我老师钉钉号封了
187,2020-02-19,DZCMinecraft,1,"真好已三连（点踩，拉黑，举报）
以后我会天天支持你的（我的分期五星需要时间付清）"
177,2020-02-19,看到我叫我去亲陈_睿,1,你好，我是贝尔格里尔斯，你现在已经来到了世界上最难以生存的地区之一----评论区。如果无法掌握这里的生存法则，你可能连一天都活不下去。在这里，你将遇见最为凶猛的喷子，并且随着天秀或有深度的评论不断增多，你的生存环境将不断恶化。在这里，你必须懂得如何正确使用滑稽护体，它能够驱散那些喷子并帮助你始终保持良好的竞争水平。现在，你将开始你的生存旅程，尽量避免陷入0赞0评论的窘境，祝你好运，再见！
178,2020-02-19,卑微墨墨在线取名,1,此生无悔入钉钉，五星一次就付清
179,2020-02-19,抱紧我的小黑,1,能不能求原电影啊，拜托了，谢谢！
180,2020-02-19,linanHOMEBODY,1,钉钉大部分都是公司企业用的，教育事业都很少用到，突然被教育事业宠幸，自己都被吓了一跳。
181,2020-02-19,御厨包,1,一星护钉
182,2020-02-19,丨在下梁某丨,1,为什么！元首不戴口罩！
183,2020-02-19,观察人类网,1,在?钉钉这么多未成年用户不打算开个防沉迷
184,2020-02-19,神安琥,1,在吗？封个号
185,2020-02-19,快乐莽夫老王,1,想不出什么骚话，就祝大家用钉钉的时候不卡吧
186,2020-02-19,传说之下死党,1,听说给钉钉点赞的都是水军
188,2020-02-19,晓之黎明OvO,1,★☆☆☆☆
199,2020-02-19,何某人MinGW,1,"好的，钉钉，我会给你五星的。
毕竟我不用。"
189,2020-02-19,2086丷,1,钉钉制作力很高啊
190,2020-02-19,你好我是恶魔同学,1,一星打上瘾了，连币都只投一个
191,2020-02-19,F4DAY-,1,钉钉b站鬼畜区需要你！！！
192,2020-02-19,我老婆樱岛麻衣丶,1,
193,2020-02-19,咸鱼i1i,1,没钉钉学生们怎么能实现一边上厕所一边上课的梦想呢
194,2020-02-19,银闪电,1,http://img04.sogoucdn.com/app/a/100520146/ea49ffdb69b182fec85b0053293d7aec
195,2020-02-19,SSD日出,1,此生无悔入钉钉，分期付款五颗星
196,2020-02-19,SSD日出,1,在？求你封我钉钉号，求你了
197,2020-02-19,我很love学习,1,钉钉强大的运营啊
198,2020-02-19,绾青雪,1,噗 钉钉鬼畜功力不浅
331,2020-02-18,上火花,1,看清本质的我，要的是钉钉的女公关★☆☆☆☆给的是程序员
214,2020-02-18,花了六币改名,1,问题是。。。元首也没戴口罩啊
333,2020-02-18,墨卿同学,1,"我只想说
钉钉就是吊
没毛病吧"
437,2020-02-18,账号已注销,1,钉钉还没有被下架，你们应该反思一下自己的行为
465,2020-02-17,MC丶小队长,1,在？蝙蝠兄？刚刚有人问我卢本伟是哪个班的
466,2020-02-17,陌然木目,1,"老师面前我唯唯诺诺
应用商店我重拳出击"
467,2020-02-17,阿狗的十八般颜艺,1,还好我不用钉钉，但也不影响我★
468,2020-02-17,氟铀碳钾铀钨氘氮钔,1,钉～
469,2020-02-17,这一笑,1,我的妈呀，我放弃了热评的机会一直在那刷上个视频的评论；
470,2020-02-17,抗吧非公认专家,1,下次一钉
471,2020-02-17,FKYYF000,1,赶紧睡了，明天还要上网课打卡
472,2020-02-17,不会魔法的巫师w,1,元首咋不先用钉钉开了会在叫人来可喜可贺
473,2020-02-17,HNJjlll,1,
474,2020-02-17,-南浅-,1,
475,2020-02-17,可爱的搞比利王,1,元     首     的     奇     妙     复     工
476,2020-02-17,池鹿是兵长的红茶杯哒,1,我已经五星了，小哥哥女装小姐姐女仆装什么时候安排上
477,2020-02-17,这个小姐姐不太萌,1,在？防沉迷考虑一下
478,2020-02-17,Fa梦梵,1,亲，能不能给钉钉推出防沉迷系统呢，一上网课就得好几个小时，容易学上瘾
479,2020-02-17,想上五级的小天才,1,原来元首也用钉钉
480,2020-02-17,_雪之下雪乃__,1,★☆☆☆☆，我分期
481,2020-02-17,是柒葩不是奇葩,1,"钉钉我求求你把我老师的号封了吧
这样我们全班就有打游戏的理由了"
482,2020-02-17,老阿鹏,1,为啥钉钉1点几的分还不下架
483,2020-02-17,塰珞茵,1,感觉钉钉好可怜啊，一个五星，不能再多了
484,2020-02-17,官方认证の周棋洛,1,元首：五星好评，分期到账，尽快下架!
485,2020-02-17,最猿终一,1,垃圾软件叫主播跳个舞都不愿意，还问我哪个班的
486,2020-02-17,鲤伴-king,1,这是钉钉宣传片吗 i了i了
487,2020-02-17,但凡比E未尝败绩,1,在? 为什么不设置个防沉迷系统？学生一天只能用五分钟到了时间后自动下线无法登录他不香吗？
464,2020-02-17,霧散時風起,1,在？抽个防沉迷？
463,2020-02-17,没钱der没钱,1,"★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
★☆☆☆☆"
462,2020-02-17,Rivaille式中二,1,不会一星的，因为我没下载~
449,2020-02-17,无云哎,1,让他恰 哦...是本人 那没事了
439,2020-02-18,某只失踪凌,1,在？为啥这流氓软件还可以恶意开摄像头？
440,2020-02-18,沙白菌,1,在 线 围 观
441,2020-02-18,淡定小佳,1,"吓到我了，我全款都付清了。！！
待会儿把支付宝的也一起还了"
442,2020-02-17,某阴师黑锅,1,抢哇，还好我小学不用钉钉
443,2020-02-18,auagsteve,1,在？出个防沉迷系统，你的五星不会少的
444,2020-02-18,三音忧邪,1,说了半天，元首也不带口罩
445,2020-02-17,胡Bibi,1,官方鬼畜最致命，分期五星给好评！！！
446,2020-02-17,是阿商啊_,1,我给五星好评了，没有分期
447,2020-02-17,QAQ°,1,我一直等着有人说“元首您也没戴口罩”
448,2020-02-17,o-U-0,1,视频和软件评分总有一个下次一钉
450,2020-02-17,拍了拍绪方,1,说实话，我很同情钉钉，因为我不看直播网课
461,2020-02-17,儒雅随和十六夜,1,12w了，钉钉tql
451,2020-02-17,Yih亦华,1,你可以说是我见过的第一个播放量破万的元首&amp;钉钉视频，这就是官方的力量吗，酸了酸了
452,2020-02-17,燭楓影,1,我给你五星，你给我封号咋样
453,2020-02-17,杳香软软的小泡芙,1,在吗？抽几张免签卡给我？
454,2020-02-17,时光_乘风,1,还热乎
455,2020-02-17,瓢猫催婚大队---蕾蕾,1,钉钉是最好的直播平台，钉钉为我们真是操碎了心呐，五星一次付清真的那么难吗？星级对钉钉来说真的很重要，分期付清的人真的是太可恶了，期限到了心意差了呀，付清的时候良心不痛吗？清楚的看好这是藏头诗
456,2020-02-17,lin书文,1,难怪分数低，我叫主播唱歌也不唱，跳舞也不跳
457,2020-02-17,刪情,1,在？没大会员也想在B站混？
458,2020-02-17,给我一个改名字的理由,1,为了祖国的未来，我决定给你⭐⭐⭐⭐⭐。——来自一位已经毕业的学姐
459,2020-02-17,夏沫龙溪,1,在？装一下防沉迷
460,2020-02-17,乄小白鼠グ,1,给钉钉打call
488,2020-02-17,立志考急诊的小医学生,1,卑微钉钉在线推荐
489,2020-02-17,老阿鹏,1,那么这个视频和钉钉分不分期有什么关系。。
490,2020-02-17,冰辰Bcc_,1,在？设个防沉迷？
529,2020-02-17,豪铭QAQ,1,钉钉真棒！虽然我也是学生，但我不会说。一堆废话。想想老师平时都对我们说什么？那是句句金言！给1星的人说是人话吗？我们的学习是否落下。我们学生最不该在意什么。游戏，快乐，结束了。请诸位倒着往上一句一句念
519,2020-02-17,由崎司____,1,在？搞个未成年防沉迷？
520,2020-02-17,哈登峰造极,1,妙啊
521,2020-02-17,kindknight,1,在?抽个老师封号
522,2020-02-17,伏丝螺特,1,万能德语
523,2020-02-17,流连夜昼,1,在？加个防沉迷好吗？
524,2020-02-17,四千年啦,1,先别说，分上2哦
525,2020-02-17,夏岚一号,1,被迫一次付清
526,2020-02-17,仮面ライダー崇皇,1,
527,2020-02-17,兮霖嗷,1,最惨官方
528,2020-02-17,一阵凉风让她想起了家,1,↓一个赞逼钉钉抽一张补签卡
334,2020-02-18,无示者,1,五星好评                                                                     首付★☆☆☆☆                                                           尾款★★★★☆
517,2020-02-17,黑丝御姐最棒了,1,钉钉要进军鬼畜区了吗
539,2020-02-17,陌上樱狼花开,1,这官方怎么一直玩鬼畜啊
538,2020-02-17,唐玉修,1,在？想要我的小星星吗？
537,2020-02-17,木兮夏尔,1,此生无悔入钉钉，分期付款给五星
536,2020-02-17,無明道主,1,的确很可怕。
535,2020-02-17,德丽猀,1,建议出个防沉迷，用户都是孩子，看久了瞎了怎么办。万一沉迷到了里面的直播，那还怎么搞呀？
534,2020-02-17,丿神灬话丨,1,钉。。。。。。。。。
533,2020-02-17,初音大和酱,1,在？给个未成年人两小时好吗(✪▽✪)
532,2020-02-17,中二病の救赎,1,能上热评就好了
531,2020-02-17,林不負,1,元首为什么不戴口罩
530,2020-02-17,無明道主,1,你钉起来真好看
518,2020-02-17,是魔神不是魔仙,1,钉钉也皮了
516,2020-02-17,秃然来袭,1,更新的挺勤
491,2020-02-17,木木niy,1,我就想知道无限宝什么时候也能出来受死？
503,2020-02-17,立志考急诊的小医学生,1,你币有了，不过分期支付
493,2020-02-17,二货喵萝,1,想不出什么骚话那就…给孩子一个分期付款的五星吧！
494,2020-02-17,沾花惹草涼風青葉,1,提前开工的企业是潜伏在我们当中的阶级敌人
495,2020-02-17,冫可口不可乐冫,1,火钳刘明
496,2020-02-17,璃茉梨落家家雨,1,你这厮黑燕不好好回去发免签卡搁这干什么(=_=)
497,2020-02-17,t8023t,1,钉秀儿？李时珍的皮？
498,2020-02-17,wyhwhsw,1,在？来个防沉迷系统
499,2020-02-17,约瑟夫灬斯大林,1,学校没上网课🌟🌟🌟🌟🌟就给你了！
500,2020-02-17,老阿鹏,1,在？防沉迷加一下
501,2020-02-17,这是条懒狗名字都不取,1,在？什么时候实名制加个两小时防沉迷？
502,2020-02-17,bbbbbbb7,1,又不务正业了
504,2020-02-17,梵尹机点,1,"这个软件真的太太太太太棒了，本来以为在家写完该死的作业后就可以愉快的玩耍了，没想到还有这种好软件，我根本没有被强迫下载钉钉，也没有被强迫加入班级团队，更没有被强迫使用钉钉。我愉快的写着钉钉班级布置的作业，根本没有感到不耐烦，原来钉钉这个软件的出现是为了帮我杀假期中无聊(宝贵)的时间，因为这个软件的出现，我打游戏的时间一下子减少 了3/1,真是太棒了，我可以拜托无聊(有趣)的游戏，来自愿(被强迫)使用有趣(无聊)钉钉，这真是太棒了!这种软件一定要 ★☆☆☆☆好评的啦!"
515,2020-02-17,冬泳怪尸,1,钉钉其实很好用，不知道你们这些打一星的怎么想     一元一条 记得括号删掉
505,2020-02-17,沿街乞讨的Vi酱,1,～～～～～，才能维持的了生活的样子。——窃·格瓦拉
506,2020-02-17,给您种个大蘑菇,1,不，我不要上课！
507,2020-02-17,听说她是他的她,1,气死偶嘞！  钉一星你好。
508,2020-02-17,瓜皮の酱,1,热评在眼前，骚话卡嘴边
509,2020-02-17,怕是要拔刀了,1,"想要戴口罩安全复工？
还想用钉钉安全开会？
可以 叫支付宝和我谈"
510,2020-02-17,普通的白糖哟,1,趁热，五星好评分期
511,2020-02-17,KOKKA--,1,为什么不把你的才华用在防沉迷上呢
512,2020-02-17,潇客长,1,做这么好，要不把你搞进鬼畜全明星
513,2020-02-17,恒星观测员2237号,1,"听说出了个新的直播软件评分很低 就下载试了试
难怪评分低 刚让主播跳舞都不愿意 还问我哪个班的"
514,2020-02-17,Kopuer,1,自 己 恰 自 己
438,2020-02-18,神乐无奈,1,朋友说B站只能玩两个小时，玩多了会猝死，我现在已经玩了一小时59分钟了，哈哈哈我怎么可能会犭
492,2020-02-17,嘿休嘿嘿休嘿,1,本来想给你评个五分，可以我一加应用中心不能评分，算了。
436,2020-02-18,Holybatman,1,给可爱得钉钉做了一个利于宣传的视频，钉钉啥时候钉一下我呀
385,2020-02-18,萌萌哒雨魄,1,"我 终 于 因 为 生 活 所 迫 下
下 了 钉 钉无法抗拒的阻力"
361,2020-02-18,倚剑笑天,1,亲，我听说那些学生每天都要沉迷在钉钉里面7-11小时，我们这边的建议呢，还是出个防沉迷吧，免得把学生的眼睛弄近视，让他分不清现实和虚拟
362,2020-02-18,THE-_-WORLD,1,和我一样在直播课上偷偷看这个视频的点个赞
363,2020-02-18,大姐家的乌尔班,1,入 乡 随 俗
364,2020-02-18,爱宇宙的小大王,1,旁友们，钉钉上课了，还搁着看视频呢？
365,2020-02-18,胜利队中的一员铁粉,1,做的不错嘛，蝙蝠
366,2020-02-18,塘下中学林教授,1,未达成任务：天朝好棒好棒的
367,2020-02-18,步行者Alan,1,钉钉打卡了吗
368,2020-02-18,你的一个肉装pengyou,1,钉钉属实是个好应用，拯救学生于水火危难之中，听👴🏻的，给五星好评吧，反正👴🏻已经给了，现在这款钉钉手游玩的特别好（
369,2020-02-18,坏蛋大师兄,1,你币有了
370,2020-02-18,Rattttttttttan,1,在？出个防沉迷系统。
371,2020-02-18,正在缓冲66,1,五星好评下次一定
372,2020-02-18,syunfy1,1,拿钉钉去喂斯大林
373,2020-02-18,舒三石,1,
374,2020-02-18,春凌,1,"1.钉钉是收费的，这次疫情阿里免费提供
2.钉钉属于办公软件，所以连麦接通打开摄像头很正常，
3.不愿意学习就别装模作样，真的不舒服就和老师说，恶意一星只能暴露你的素质低
4.你们不想用钉钉，我们想学的要用。
5.不服的来喷我，"
375,2020-02-18,没错你屏幕上有根毛,1,钉钉在应用宝上升一分
376,2020-02-18,取名难不想取,1,一天涨3万粉，你是魔鬼吗
377,2020-02-18,钉钉_DingTaIk,1,这是德军讨论视频删减的片段，由于片段太过令人感动，所以作者索性删除了，今天能在B站看到，太欣慰了
378,2020-02-18,小丘山丘山,1,十万粉了，你懂的
379,2020-02-18,Seele橙嗣AT_Field,1,U1S1  10万粉福利安排一下  咱们小破站的规矩是男生女装  妹子泳装
380,2020-02-18,清白__,1,此生无悔入定定，分期付款五颗星
381,2020-02-18,账号已注销,1,看不起谁呢？删了明天八点发！
382,2020-02-18,郭新海诚,1,视频没让我怎么笑，刷评论倒是笑死我了
383,2020-02-18,丶水酉,1,二级号爬吧
360,2020-02-18,木小文子,1,"蝶恋花  赠钉钉
       疫来人闲是非多,钉钉现时,网课天天上。钉钉一星又一星，天涯何处无网课。
      这处网课那处行，那头学生，这头老是叫。声渐不闻课渐悄，停课却被网课恼。
纯手工填词，你永远无法想象在丁丁面前我们到底是怎么样的人。
醒醒啊，钉钉打卡了吗"
358,2020-02-18,神州上仙护佑人间,1,我寻思，钉钉可能是阿里家族第一个拿上10万粉丝奖牌的官方号吧？
357,2020-02-18,夏篱OVO,1,来康康b站。。。完啦我还没打卡！
345,2020-02-18,语文好好学,1,从此钉钉的另一条生路开启
335,2020-02-18,龙门阿消,1,消防署是不放假的(^・ω・^ )
336,2020-02-18,专业-白嫖党,1,你当阿婆主，我们三连养你
337,2020-02-18,Mr-Or,1,"钉钉官方号（×）
鬼畜新人    （√）"
338,2020-02-18,为啥女主要走呢,1,⊙︿⊙那个字幕能不能接近一下b站的题材呀，毕竟b站大部分的并不是工人，对复工这一题材感触没其他的深
339,2020-02-18,猫猫爵士,1,"官     方     鬼     畜，
最     为     致     命"
340,2020-02-18,一剑一念一灭,1,"大家让开五星好评来了一次性付清！
★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
★☆☆☆☆"
341,2020-02-18,久之没有酒儿,1,别做软件了，转行做鬼畜区up主吧，钉钉
342,2020-02-18,巴拉姆最帅,1,必须五星
343,2020-02-18,癸未I尤年秋,1,所以你是什么区的
344,2020-02-18,岳岳不会甩枪,1,钉钉有那么多未成年人使用，我建议加一个两小时的防沉迷系统
346,2020-02-18,宋叻叻鸭,1,
356,2020-02-18,腰好肾好老祖宗,1,⭐️🌟️🌟️🌟️🌟️
435,2020-02-18,焦糖味瓜子i,1,分期五星
347,2020-02-18,公雌同体,1,下次一钉
348,2020-02-18,特制风茄汤,1,此生无悔入钉钉，分期付款五颗星
349,2020-02-18,奔跑吧星空,1,）对不起删的有点多
350,2020-02-18,若鱼是德云女孩,1,钉钉你女装呢？
351,2020-02-18,霸道逸轩,1,此生无悔入钉钉，分期付款给五星
352,2020-02-18,竹天黑本白,1,鬼畜区up主
353,2020-02-18,惜瑶怜洋,1,入乡随俗
354,2020-02-18,我永远喜欢傘木希美,1,你怎么还是2级？
355,2020-02-18,镰鼬丶l,1,恰自己的饭？
384,2020-02-18,霍格沃茨狮院鬼才,1,ios评分2.6，比之前高了呢嘻嘻，其实完全没必要怪钉钉，不想上课自己找个电脑手机什么的挂着呗 哈哈 最后五星奉上！十万粉啦 记得女装
359,2020-02-18,桐生一马户,1,我不光要分期，还要付利息
386,2020-02-18,软软面包,1,在？未成年防沉迷考虑下
422,2020-02-18,姓蓝字子黎,1,？最近的钉钉！女装！！！快！！！！！！！
412,2020-02-18,昔韵_Smile,1,下    次    一     钉
413,2020-02-18,文曲在保佑,1,最起码，钉钉态度很好，在疫情期间还为师生提供学习机会，最起码对中考高考的学生都帮忙了。支持钉钉——一位不上网课的学生路过
414,2020-02-18,来碗干饭,1,我觉得钉钉挺好的，但我只有1%的电了，所以5星好评我会分期付款的。先给个🌟
415,2020-02-18,Daringゼロツー,1,火钳刘明
416,2020-02-18,_笨蛋_,1,官方也是拼了
417,2020-02-18,_笨蛋_,1,这个官方也是个鬼才啊，借你吉言(这广告打的真好)
418,2020-02-18,Catya_,1,我是第2020条评论嘻嘻
419,2020-02-18,羽渡尘violet,1,不用钉钉的笑的格外猖狂（狗头保命）
429,2020-02-18,仐豸厃廤,1,"我们因一个长翅膀的动物，无法相见。
我们因一款长翅膀的软件，再次相遇。这都是阴谋。"
421,2020-02-18,实事求实,1,我的元首为何不火
387,2020-02-18,孤梦是咸鱼,1,"★☆☆☆☆
视频太好看了，给个星星
每天必刷，一天给一个
就跟打卡一样"
410,2020-02-18,想玩皮蛇,1,活要一下一下整
423,2020-02-18,川鱼biu,1,好活当赏（身为大学生表示去下载评论区给你点五星好评）
434,2020-02-18,意未满,1,看了往期视频，内容逐渐沙雕起来
424,2020-02-18,在下央武诚,1,B站的激励会不会比还工资高
433,2020-02-18,地底之星_sans,1,爪巴
432,2020-02-18,杨y歪,1,女装就给你给五星
